# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/real_yeast.gtf" "-o" "FeatureCounts.txt" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam
YPL117C	chrXVI	327864	328730	-	867	5959	8380	5032	3063	3487	3050
YPR126C	chrXVI	789077	789385	-	309	2	2	2	2	6	5
YPR091C	chrXVI	716156	718468	-	2313	2028	2544	1809	1247	1162	1621
YPR059C	chrXVI	674314	674700	-	387	1	0	0	1	0	3
YPL214C	chrXVI	148569	150191	-	1623	1384	1583	1097	729	874	839
YPL203W	chrXVI	166256	167398	+	1143	4369	5227	4157	2286	2795	2987
YPL273W	chrXVI	25087	26064	+	978	346	460	289	205	208	288
YPR081C	chrXVI	702114	703970	-	1857	1505	1583	1701	841	1023	980
YPL011C	chrXVI	533642	534703	-	1062	1116	1493	1181	802	780	780
YPR097W	chrXVI	725394	728615	+	3222	1626	1902	1384	849	1051	985
YPL274W	chrXVI	22938	24701	+	1764	985	1440	878	809	632	870
YPR158W	chrXVI	843262	844020	+	759	1335	1527	1198	799	884	769
YPL050C	chrXVI	460779	461966	-	1188	841	1334	1012	641	769	606
YPR114W	chrXVI	753301	754248	+	948	627	718	539	418	382	526
YPL110C	chrXVI	341068	344739	-	3672	1938	2740	1831	1390	1394	1524
YPL161C	chrXVI	244319	246220	-	1902	655	970	674	472	432	472
YPR022C	chrXVI	603911	607312	-	3402	1811	2753	1886	1268	1330	1387
tT(UGU)P	chrXVI	744284	744355	+	72	0	0	0	0	0	0
YPR175W	chrXVI	888974	891043	+	2070	118	176	167	81	110	93
YPL068C	chrXVI	424215	425096	-	882	499	749	631	441	449	344
YPL055C	chrXVI	453992	454990	-	999	2428	3283	2397	1828	1868	1843
YPL079W	chrXVI;chrXVI	406636;407068	406646;407539	+;+	483	444	648	323	265	334	241
YPL150W	chrXVI	268188	270893	+	2706	1888	2158	2065	1111	1193	1269
YPR192W	chrXVI	921860	922777	+	918	2400	3550	1782	1620	1426	1817
YPL226W	chrXVI	121767	125357	+	3591	1906	2904	2134	1482	1592	1681
YPL115C	chrXVI	332100	335486	-	3387	967	1081	958	580	664	588
YPL283W-A	chrXVI	1426	2001	+	576	0	0	0	0	0	0
YPL170W	chrXVI	228314	228772	+	459	2299	3735	2254	1507	1796	1338
YPL245W	chrXVI	85586	86950	+	1365	309	357	249	211	187	155
YPR140W	chrXVI	814391	815536	+	1146	1811	2162	1374	1110	1000	1308
YPR048W	chrXVI	659182	661053	+	1872	558	692	474	391	360	440
YPR102C	chrXVI	731224	731748	-	525	321	592	351	267	315	252
YPL036W	chrXVI	482843	485686	+	2844	6758	8652	5777	3637	3636	4834
YPR015C	chrXVI	590283	591026	-	744	243	362	236	130	166	165
YPR133W-A	chrXVI	797557	797709	+	153	166	222	152	108	100	79
YPL146C	chrXVI	276162	277529	-	1368	880	1283	919	576	717	531
YPR107C	chrXVI	741438	742064	-	627	1157	1412	1059	592	844	562
YPL035C	chrXVI	486564	486911	-	348	15	26	22	15	17	21
YPL082C	chrXVI	398480	404083	-	5604	897	1069	618	579	558	711
YPR064W	chrXVI	678951	679370	+	420	91	95	129	71	53	32
YPL216W	chrXVI	143821	147129	+	3309	764	1021	671	503	490	503
YPL152W	chrXVI	265028	266104	+	1077	453	656	525	274	335	320
YPL230W	chrXVI	115312	116487	+	1176	6458	7847	5109	3475	3547	4564
YPL159C	chrXVI	250907	251668	-	762	3093	3992	2984	1964	2215	2014
YPR183W	chrXVI	900755	901558	+	804	583	902	665	427	530	584
YPL204W	chrXVI	164276	165760	+	1485	3636	5030	3761	2432	2703	2755
YPL109C	chrXVI;chrXVI	345264;345597	345444;347389	-;-	1974	903	1108	794	489	563	628
YPL249C	chrXVI	76669	79353	-	2685	1990	2716	2019	1493	1312	1544
YPR154W	chrXVI	834565	835212	+	648	6705	7653	7429	4189	5405	5198
YPR026W	chrXVI	615379	619014	+	3636	8732	11058	6392	5403	5025	7052
YPR076W	chrXVI	696476	696850	+	375	3	3	3	1	3	1
YPR170W-B	chrXVI;chrXVI	883239;883487	883387;883595	+;+	258	18	8	9	5	4	9
YPR016C	chrXVI	592332	593069	-	738	782	1067	940	540	672	627
YPL060W	chrXVI	434523	435764	+	1242	1128	1346	1006	540	626	572
YPR029C	chrXVI	624469	626967	-	2499	2479	3087	2093	1545	1503	1570
YPR002C-A	chrXVI	560569	560766	-	198	15	7	10	9	4	4
YPL106C	chrXVI	350194	352275	-	2082	11518	14452	13686	7061	8542	10367
YPR085C	chrXVI	708497	709828	-	1332	1010	1293	947	594	656	697
YPL008W	chrXVI	539385	541970	+	2586	717	955	717	446	517	457
YPR152C	chrXVI	832061	833458	-	1398	1298	1601	1265	745	972	627
YPL212C	chrXVI	151515	153149	-	1635	903	1116	1186	546	688	594
YPL119C	chrXVI	324411	326264	-	1854	3660	5076	3273	2553	2425	2630
YPL078C	chrXVI	408010	408744	-	735	3227	3999	3040	1994	2330	2093
YPL195W	chrXVI	176223	179021	+	2799	2268	3017	1794	1400	1452	1549
YPL025C	chrXVI	502473	503030	-	558	6	17	11	14	21	13
YPR060C	chrXVI	674861	675631	-	771	192	219	150	106	171	120
YPL199C	chrXVI	172033	172755	-	723	375	634	385	282	256	304
YPL228W	chrXVI	118382	120031	+	1650	1313	1547	1671	726	1057	794
YPL018W	chrXVI	517651	518760	+	1110	1178	1375	1102	714	697	1036
YPL259C	chrXVI	51244	52671	-	1428	1995	2242	1683	1156	1411	1275
YPR150W	chrXVI	830999	831520	+	522	40	13	9	15	10	12
YPL072W	chrXVI	418512	420011	+	1500	228	328	154	150	166	115
YPL130W	chrXVI	304387	305058	+	672	41	25	23	18	18	3
YPR179C	chrXVI	893797	895764	-	1968	954	1420	1661	652	934	588
YPR096C	chrXVI	724842	725144	-	303	94	98	61	34	45	50
YPL028W	chrXVI	498096	499292	+	1197	1915	2466	1437	1108	1243	1088
YPL174C	chrXVI	220167	222773	-	2607	773	1212	887	572	565	516
YPR031W	chrXVI	631515	633761	+	2247	782	1048	641	505	486	492
YPL257W-A	chrXVI	56748	58070	+	1323	0	0	0	0	0	0
YPR158W-A	chrXVI	844709	846031	+	1323	0	0	0	0	0	0
YPL257W-B	chrXVI	56748	62016	+	5269	1	0	2	1	0	0
YPR158C-D	chrXVI	850989	856257	-	5269	9	7	4	2	0	8
YPR137C-A	chrXVI	808947	810269	-	1323	0	0	0	0	0	0
YPR137C-B	chrXVI	805001	810269	-	5269	1	1	0	1	0	0
YPR158W-B	chrXVI	844709	849980	+	5272	37	32	36	11	8	21
YPL060C-A	chrXVI	437333	442742	-	5410	29	43	29	18	31	33
YPR158C-C	chrXVI	854935	856257	-	1323	0	0	0	0	0	0
YMR172W	chrXIII	605981	608140	+	2160	1205	1603	1306	762	831	899
YMR027W	chrXIII	325877	327289	+	1413	3750	4743	3660	2362	2707	2644
YML089C	chrXIII	91041	91409	-	369	15	18	20	11	12	3
YMR290C	chrXIII	850074	851591	-	1518	958	1590	1239	831	932	707
YMR139W	chrXIII	546125	547237	+	1113	2375	2914	2080	1507	1480	1879
YMR191W	chrXIII	645656	646777	+	1122	5892	8726	5158	4514	4704	4257
YMR244C-A	chrXIII	758517	758831	-	315	2	2	7	3	1	2
YMR091C	chrXIII	450058	451365	-	1308	878	1136	939	635	691	725
YMR173W-A	chrXIII	608897	610081	+	1185	997	994	707	534	545	653
YMR180C	chrXIII	622251	623213	-	963	449	661	447	255	332	355
YML020W	chrXIII	231149	233143	+	1995	1124	1496	1083	808	788	835
YML088W	chrXIII	92235	94241	+	2007	1375	1697	1174	886	814	772
YML077W	chrXIII	111865	112344	+	480	197	300	232	133	146	115
YML125C	chrXIII	20761	21699	-	939	572	722	539	351	407	350
YMR318C	chrXIII	911061	912143	-	1083	3132	3101	2087	1962	1569	1990
YMR115W	chrXIII	497704	499209	+	1506	1280	1752	960	851	760	1042
YMR266W	chrXIII	798518	801379	+	2862	1639	2039	1399	958	1256	1138
YML057W	chrXIII	160180	161994	+	1815	2559	2758	2060	1576	1458	1753
YML055W	chrXIII	164790	165326	+	537	310	430	304	207	253	239
YMR105C	chrXIII	475897	477606	-	1710	7491	7964	6255	3764	4581	6506
YMR268C	chrXIII	802888	804222	-	1335	530	610	547	437	379	343
YML133W-B	chrXIII	827	1309	+	483	0	0	0	0	0	0
YML090W	chrXIII	90744	91130	+	387	120	202	108	91	73	118
YML101C	chrXIII	69735	70088	-	354	275	384	308	178	205	154
YMR012W	chrXIII	291134	294967	+	3834	1634	2233	1393	1089	979	1369
tY(GUA)M2	chrXIII;chrXIII	837928;837981	837966;838016	+;+	75	0	0	0	0	0	0
YMR202W	chrXIII	667537	668205	+	669	1231	1520	950	828	736	658
YMR083W	chrXIII	434788	435915	+	1128	3339	4725	3948	2477	2902	2641
snR76	chrXIII	297725	297833	+	109	17	37	16	15	21	9
YMR017W	chrXIII	307489	308682	+	1194	100	117	87	30	52	38
YML085C	chrXIII;chrXIII	97941;99376	99259;99400	-;-	1344	506	664	663	319	465	415
YML013W	chrXIII	244149	245903	+	1755	1181	1443	1235	749	804	996
YMR224C	chrXIII	718575	720653	-	2079	717	800	671	374	410	491
YMR059W	chrXIII	391099	391485	+	387	326	562	358	246	294	188
YMR072W	chrXIII	411569	412120	+	552	2678	3114	2353	1391	1734	1845
YMR304W	chrXIII	874987	878679	+	3693	8785	11044	8116	5695	5527	6866
YML087C	chrXIII	94431	95369	-	939	477	569	408	225	250	228
YMR195W	chrXIII	654034	654417	+	384	4653	5666	7198	2763	4604	3047
YMR240C	chrXIII	749930	751240	-	1311	1074	1301	1156	723	759	678
YMR308C	chrXIII	888952	892221	-	3270	2075	3012	2122	1732	1677	1922
YML001W	chrXIII	267174	267800	+	627	517	604	421	247	347	266
YML114C	chrXIII	42043	43575	-	1533	1031	1340	973	711	739	772
YMR319C	chrXIII	912880	914538	-	1659	2041	2560	2111	1250	1585	1041
YML075C	chrXIII	115734	118898	-	3165	2822	4044	1842	2186	1589	2435
YMR075W	chrXIII	413982	416036	+	2055	460	644	548	277	372	296
YML129C	chrXIII	14541	14753	-	213	304	387	242	208	227	223
YML073C	chrXIII;chrXIII	123227;124158	123742;124172	-;-	531	287	547	280	252	295	223
YMR149W	chrXIII	560996	561856	+	861	1472	1513	1211	811	872	967
YMR233W	chrXIII	739185	739865	+	681	93	152	97	74	111	71
YMR048W	chrXIII	366981	367934	+	954	231	302	241	168	156	170
YML030W	chrXIII	216435	216914	+	480	1471	2091	1408	972	1099	946
YMR118C	chrXIII	502144	502734	-	591	2599	3817	2451	1544	2083	1538
YMR260C	chrXIII	789378	789839	-	462	1068	1690	881	830	914	703
YMR135W-A	chrXIII	539911	540444	+	534	41	24	30	3	12	23
tM(CAU)M	chrXIII	572883	572955	-	73	2	0	0	0	0	0
YML056C	chrXIII;chrXIII	162194;163717	163308;164176	-;-	1575	377	422	331	265	263	234
YML064C	chrXIII	145139	145876	-	738	575	682	467	352	449	415
YML132W	chrXIII	7244	8383	+	1140	5	0	0	0	2	3
YML113W	chrXIII	44045	44791	+	747	1382	2425	1492	1333	1315	1050
YML058W-A	chrXIII	158760	158966	+	207	129	153	113	95	109	75
YMR136W	chrXIII	541199	542881	+	1683	2327	2876	2549	1609	2024	1504
YML091C	chrXIII	87123	90731	-	3609	1094	1830	1121	844	781	1085
YMR199W	chrXIII	662644	664284	+	1641	49	94	91	62	54	48
YMR286W	chrXIII	841942	842202	+	261	419	591	471	279	347	280
YMR025W	chrXIII	323300	324187	+	888	535	643	484	296	355	272
YMR112C	chrXIII	494100	494495	-	396	280	374	314	127	234	98
YML127W	chrXIII	17064	18809	+	1746	3414	3450	3387	1795	2028	1812
YML005W	chrXIII	260221	261609	+	1389	2404	2364	1441	1202	1153	1539
YMR160W	chrXIII	575066	577516	+	2451	1616	1988	1603	991	1019	1205
YMR046W-A	chrXIII	362702	362830	+	129	0	0	0	0	0	0
YMR096W	chrXIII	458408	459301	+	894	13435	17458	14097	10365	11966	9701
YML133C	chrXIII;chrXIII	461;3891	3791;4684	-;-	4125	0	6	6	0	2	2
YMR246W	chrXIII	759807	761891	+	2085	853	1048	770	522	602	540
YMR052C-A	chrXIII	380069	380434	-	366	17	16	14	5	10	18
YMR120C	chrXIII	507502	509280	-	1779	1383	3171	1816	831	1333	1471
YMR052W	chrXIII	379586	380200	+	615	367	318	373	201	278	170
YML100W-A	chrXIII	70138	70311	+	174	24	26	24	19	24	13
YML049C	chrXIII	174220	178305	-	4086	1788	2082	1178	1003	990	1230
YMR065W	chrXIII	399702	401216	+	1515	332	389	332	162	226	126
YMR098C	chrXIII	460771	462609	-	1839	1123	1642	1226	784	721	737
YMR302C	chrXIII	870073	872625	-	2553	5333	6468	5277	3300	3569	3814
YMR075C-A	chrXIII	415688	416053	-	366	0	2	0	2	0	2
YML060W	chrXIII	151871	153001	+	1131	46	62	66	32	24	53
YMR080C	chrXIII	426712	429627	-	2916	2071	2489	1651	1363	1264	1450
YMR156C	chrXIII	570300	571016	-	717	998	1273	1314	657	832	546
YMR294W	chrXIII	856966	858087	+	1122	737	978	1016	366	663	392
YMR167W	chrXIII	594886	597195	+	2310	762	797	567	502	441	607
YMR242W-A	chrXIII	754297	754386	+	90	7	7	10	0	1	4
YMR079W	chrXIII;chrXIII	424989;425154	424997;426059	+;+	915	790	1420	878	674	658	661
YMR275C	chrXIII	815651	818581	-	2931	967	1396	1169	828	740	783
YMR100W	chrXIII	466300	468162	+	1863	1269	1895	1196	822	900	909
YMR030W-A	chrXIII	337313	337603	+	291	10	14	15	6	4	2
YMR161W	chrXIII	577718	578392	+	675	1975	2491	3211	1014	1753	1000
YMR183C	chrXIII	626921	627808	-	888	2293	2929	2069	1205	1537	1582
YML021C	chrXIII	229734	230813	-	1080	461	491	396	293	335	244
YML074C	chrXIII	120089	121324	-	1236	2518	4518	3092	2362	2328	2545
YMR157C	chrXIII	571277	572044	-	768	323	404	329	170	234	208
YMR110C	chrXIII	490394	491992	-	1599	9197	10719	5761	5150	4792	6615
YMR097C	chrXIII	459424	460527	-	1104	848	979	734	485	427	546
YMR111C	chrXIII	492404	493792	-	1389	977	1059	1114	563	736	573
YML011C	chrXIII	246895	247428	-	534	592	863	768	390	565	284
YMR064W	chrXIII	397903	399459	+	1557	1286	1640	1211	808	853	863
YML082W	chrXIII	101862	103811	+	1950	557	903	594	448	473	437
YMR300C	chrXIII	865559	867091	-	1533	1043	1896	1266	705	983	806
YMR262W	chrXIII	793726	794667	+	942	1332	1641	943	707	785	834
YMR031C	chrXIII	332212	334743	-	2532	9644	11098	7748	5404	5109	7287
YMR016C	chrXIII	303236	305593	-	2358	1332	2453	1802	1139	1430	1171
YMR066W	chrXIII	401541	404237	+	2697	885	1161	1333	585	766	544
YMR007W	chrXIII	279960	280340	+	381	191	172	94	115	97	115
YMR201C	chrXIII;chrXIII	665845;667018	666933;667044	-;-	1116	1656	1980	1997	965	1143	992
YMR232W	chrXIII	736926	738959	+	2034	546	764	650	420	369	345
YMR200W	chrXIII	664752	665522	+	771	2814	4171	3293	2420	2612	2268
YMR297W	chrXIII	861922	863520	+	1599	15010	16831	11317	7841	8717	11468
YML026C	chrXIII;chrXIII	222987;223782	223380;223828	-;-	441	683	1505	632	468	666	494
YML023C	chrXIII	226994	228664	-	1671	370	587	308	274	280	345
YMR143W	chrXIII;chrXIII	551928;552496	551951;552903	+;+	432	396	1008	501	313	410	306
YMR073C	chrXIII	412268	412873	-	606	583	759	558	385	344	414
YML069W	chrXIII	135500	137158	+	1659	1914	2068	1283	1096	1066	1100
YML050W	chrXIII	173139	174074	+	936	340	382	383	156	204	198
YML099W-A	chrXIII	74229	74558	+	330	24	10	14	7	9	8
YMR211W	chrXIII	689083	690510	+	1428	274	414	420	223	297	188
tF(GAA)M	chrXIII;chrXIII	352280;352335	352316;352370	+;+	73	6	3	5	3	2	2
YMR283C	chrXIII	835326	836867	-	1542	452	606	405	287	360	322
snR74	chrXIII	298138	298225	+	88	2	0	4	0	4	6
RNA170	chrXIII	667288	667456	-	169	49	88	53	39	31	17
YML078W	chrXIII	111002	111550	+	549	219	313	269	143	170	169
YMR142C	chrXIII;chrXIII	550206;551204	550801;551207	-;-	600	796	1697	892	741	756	764
YMR203W	chrXIII	668492	669655	+	1164	785	1064	795	586	640	581
YMR077C	chrXIII	421484	422149	-	666	887	1114	802	427	587	379
YMR245W	chrXIII	758563	759183	+	621	51	98	37	25	45	26
YMR284W	chrXIII	838187	839995	+	1809	2967	4039	2520	1318	1824	1161
YMR089C	chrXIII	445609	448086	-	2478	2344	3186	2279	1537	1621	1821
YMR134W	chrXIII	537838	538551	+	714	634	870	419	448	338	418
YMR290W-A	chrXIII	851422	851769	+	348	1	4	6	2	0	0
YMR095C	chrXIII	457285	457959	-	675	371	535	593	328	398	324
snR83	chrXIII	626349	626654	+	306	74	58	43	29	50	44
snR73	chrXIII	298307	298412	+	106	0	2	1	0	0	0
tH(GUG)M	chrXIII	363064	363135	+	72	4	7	1	3	2	3
YMR099C	chrXIII	463934	464827	-	894	1113	1177	985	576	697	697
YMR132C	chrXIII	534944	535570	-	627	650	710	407	266	305	281
YML115C	chrXIII	40187	41794	-	1608	2280	2838	2135	1424	1612	1562
snR11	chrXIII	652275	652532	+	258	1056	1412	1151	638	807	772
YMR086W	chrXIII	439208	442090	+	2883	2529	3509	2170	1634	1629	1991
YMR044W	chrXIII	355384	356811	+	1428	1809	2203	2073	1231	1353	1163
YMR222C	chrXIII	715638	716309	-	672	378	536	385	249	280	361
YMR272W-A	chrXIII	810466	810579	+	114	0	0	0	0	0	0
YMR321C	chrXIII	917579	917896	-	318	0	0	0	0	0	0
YML131W	chrXIII	10198	11295	+	1098	13489	16494	9239	6473	7218	8483
YML038C	chrXIII	202775	204103	-	1329	1486	1397	1201	892	1009	891
YML122C	chrXIII	26038	26418	-	381	44	61	47	25	16	42
YMR036C	chrXIII	341856	343520	-	1665	3400	3811	2924	2236	2109	2246
YML012W	chrXIII	246116	246751	+	636	1581	1951	1196	900	1026	986
YML100W	chrXIII	70624	73920	+	3297	27658	24559	17249	13202	12166	22374
YMR312W	chrXIII	898405	899226	+	822	506	653	472	324	384	341
YML112W	chrXIII	45063	45953	+	891	604	1074	631	505	532	531
YML099C	chrXIII	74398	77040	-	2643	1288	1675	1219	997	867	1102
YML123C	chrXIII	24037	25800	-	1764	9560	16533	14337	8237	8351	8339
tV(AAC)M3	chrXIII	586636	586709	-	74	0	0	0	0	1	0
YMR141C	chrXIII	549736	550044	-	309	65	52	46	27	34	44
YMR324C	chrXIII	922202	922444	-	243	0	0	0	0	0	0
YMR207C	chrXIII	677193	683564	-	6372	1881	2337	1913	1140	1252	1359
YMR236W	chrXIII	742971	743444	+	474	559	698	552	322	386	368
YML034C-A	chrXIII	209428	209826	-	399	56	76	32	23	33	35
YMR204C	chrXIII	670063	671325	-	1263	618	830	733	425	413	425
YMR011W	chrXIII	288079	289704	+	1626	978	1949	1938	919	1513	926
YML008C	chrXIII	251839	252990	-	1152	1000	1623	1071	826	881	809
YMR109W	chrXIII	486587	490246	+	3660	2411	2866	1744	1483	1341	1739
YMR004W	chrXIII	274017	275552	+	1536	2096	2367	1721	1263	1266	1445
YMR158C-A	chrXIII	573194	573331	-	138	13	19	18	8	14	8
YMR216C	chrXIII	698811	701039	-	2229	2377	3828	2777	1862	1986	1986
YMR159C	chrXIII	574476	574928	-	453	18	17	24	9	14	17
YMR307C-A	chrXIII	887731	887925	-	195	0	0	0	0	0	0
YMR272C	chrXIII	809623	810777	-	1155	2710	3692	2398	1635	1848	2340
YMR106C	chrXIII	478301	480190	-	1890	859	1287	814	606	644	708
YML092C	chrXIII	85987	86739	-	753	2655	3190	2120	1470	1626	2031
tV(AAC)M2	chrXIII	420588	420661	-	74	1	1	0	1	0	0
YML104C	chrXIII	58939	62322	-	3384	400	660	332	306	258	344
YML058W	chrXIII	159383	159697	+	315	2406	2669	2313	1334	1736	1449
tW(CCA)M	chrXIII;chrXIII	379303;379373	379338;379408	-;-	72	0	0	1	0	0	0
YMR148W	chrXIII	560366	560812	+	447	1111	1498	908	728	734	899
YMR168C	chrXIII	597332	599158	-	1827	356	519	451	191	309	290
YML063W	chrXIII	146482	147249	+	768	1588	2827	1366	1267	1339	1269
YMR008C	chrXIII	280590	282584	-	1995	7124	8010	7442	4460	5632	4880
YMR294W-A	chrXIII	858209	858568	+	360	430	515	362	205	276	255
YMR177W	chrXIII	616566	618098	+	1533	71	112	98	81	49	67
YMR213W	chrXIII	693381	695153	+	1773	819	1132	922	667	623	729
YMR192W	chrXIII	647118	649280	+	2163	869	983	749	611	599	607
YMR326C	chrXIII	923494	923802	-	309	0	2	0	0	0	0
YMR014W	chrXIII	298868	300427	+	1560	854	1272	944	702	716	539
YMR020W	chrXIII	315377	316903	+	1527	5054	5893	5157	2845	3968	3055
snR86	chrXIII	762110	763113	-	1004	1341	1985	1707	803	1163	622
YMR208W	chrXIII	684467	685798	+	1332	1476	1809	1552	967	1091	894
YML098W	chrXIII	77267	77770	+	504	543	924	859	471	523	417
YMR133W	chrXIII;chrXIII	536207;537565	537448;537609	+;+	1287	458	523	305	220	254	376
YML028W	chrXIII	220138	220728	+	591	4920	4582	3526	2243	2547	3135
YMR285C	chrXIII	840144	841691	-	1548	794	968	717	518	569	559
YMR040W	chrXIII	350381	350863	+	483	1388	1466	834	617	693	534
YMR094W	chrXIII	455825	457261	+	1437	81	100	86	65	58	77
YMR189W	chrXIII	637500	640604	+	3105	2229	3167	1808	1217	1402	1667
YML128C	chrXIII	15135	16676	-	1542	75581	89653	59862	44383	45208	52541
YML022W	chrXIII	228937	229500	+	564	560	1009	584	414	462	371
YMR299C	chrXIII	864412	865350	-	939	813	995	758	459	613	434
YMR227C	chrXIII	722613	724385	-	1773	1134	1702	1251	820	868	786
YMR119W	chrXIII	505333	507207	+	1875	992	1322	827	660	555	703
YMR255W	chrXIII	778001	778567	+	567	2572	3623	4171	1837	2540	1699
YMR024W	chrXIII	321875	323047	+	1173	563	755	576	350	444	314
YML054C	chrXIII	165533	167308	-	1776	17999	20108	12754	9307	8528	12789
YMR317W	chrXIII	907364	910786	+	3423	1107	1356	1012	798	714	921
YMR084W	chrXIII	436628	437416	+	789	3087	2647	2757	1471	1833	1795
YMR274C	chrXIII	814364	815311	-	948	92	129	86	64	70	43
YMR215W	chrXIII	696796	698370	+	1575	121	178	132	117	103	132
YMR277W	chrXIII	820256	822454	+	2199	778	1086	775	611	579	616
YMR033W	chrXIII;chrXIII	337788;337904	337817;339277	+;+	1404	820	1176	714	545	558	545
YML094C-A	chrXIII	82219	82620	-	402	1	4	3	1	2	2
YML041C	chrXIII	194913	195755	-	843	574	809	641	368	496	370
YMR305C	chrXIII	879063	880232	-	1170	127	221	210	193	190	191
YMR315W-A	chrXIII	904286	904393	+	108	91	123	115	67	89	60
YMR237W	chrXIII	743749	745923	+	2175	1162	1267	1042	644	692	863
YML095C	chrXIII	81481	82113	-	633	430	620	454	295	391	263
YMR018W	chrXIII	310208	311752	+	1545	67	134	55	50	34	52
YMR163C	chrXIII	584271	586388	-	2118	235	288	181	150	126	133
YML027W	chrXIII	221406	222563	+	1158	328	485	269	190	194	205
ZOD1	chrXIII	91970	92027	+	58	0	0	0	0	0	0
tD(GUC)M	chrXIII	463554	463625	+	72	0	0	1	0	0	0
YMR162C	chrXIII	578951	583921	-	4971	1715	2346	1448	1139	1203	1446
YMR158W	chrXIII	572248	572715	+	468	443	526	427	232	284	183
YMR210W	chrXIII	687516	688865	+	1350	1343	1773	1358	868	886	860
YMR316C-A	chrXIII	905662	905973	-	312	28	10	4	4	7	6
YMR241W	chrXIII	751961	752905	+	945	233	421	286	191	227	167
YMR205C	chrXIII	671887	674766	-	2880	6991	9659	8475	4777	5122	6255
YMR235C	chrXIII	741512	742735	-	1224	930	1316	938	691	679	681
YMR047C	chrXIII	363364	366705	-	3342	2257	3135	2129	1673	1546	1710
YMR259C	chrXIII	784621	788883	-	4263	510	781	545	357	380	357
YMR175W-A	chrXIII	611314	611508	+	195	1201	605	388	279	256	554
YMR281W	chrXIII	832339	833253	+	915	783	1014	799	499	673	527
YMR261C	chrXIII	790205	793369	-	3165	3733	3649	2808	1876	2163	2594
YMR026C	chrXIII	324236	325435	-	1200	1146	1334	1144	670	716	714
YML010W	chrXIII	247677	250868	+	3192	2676	3699	3007	1962	1951	2230
YMR150C	chrXIII	561956	562528	-	573	450	640	361	205	271	215
YMR067C	chrXIII	404323	405573	-	1251	1050	1227	888	616	676	656
YMR179W	chrXIII	619858	622134	+	2277	189	268	211	162	127	152
YMR126C	chrXIII	520761	521789	-	1029	276	429	269	259	188	217
YML032C	chrXIII	212515	213930	-	1416	1778	2204	1343	1089	1010	1274
YML018C	chrXIII	234771	235952	-	1182	344	423	284	227	203	225
YML081W	chrXIII	104777	108532	+	3756	2475	3320	2693	1668	1926	1540
YMR003W	chrXIII	273118	273714	+	597	491	684	361	293	340	218
YMR221C	chrXIII	713931	715445	-	1515	868	907	680	487	483	567
YMR257C	chrXIII	779629	782031	-	2403	577	695	661	277	418	230
YML068W	chrXIII	137550	138944	+	1395	673	945	757	487	516	492
YMR117C	chrXIII	501250	501891	-	642	203	328	431	134	258	109
YMR060C	chrXIII	391532	392515	-	984	314	440	273	210	208	140
